# header:
#   title: bremsstrahlung for E-incident 125 MeV
# datablock:
#   columns: 2
#   entries: 250
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.664303630759e-01
    0.85              2.323004681490e-01
    1.35              1.456741990939e-01
    1.85              1.058729403388e-01
    2.35              8.300838743696e-02
    2.85              6.816648467612e-02
    3.35              5.775500064986e-02
    3.85              5.004779818885e-02
    4.35              4.411236640854e-02
    4.85              3.940073499531e-02
    5.35              3.556978235090e-02
    5.85              3.239369340639e-02
    6.35              2.971777594921e-02
    6.85              2.743250337628e-02
    7.35              2.545815224185e-02
    7.85              2.373531080607e-02
    8.35              2.221879768596e-02
    8.85              2.087364198055e-02
    9.35              1.967235319550e-02
    9.85              1.859302266274e-02
   10.35              1.761797527324e-02
   10.85              1.673279400259e-02
   11.35              1.592560227121e-02
   11.85              1.518652798551e-02
   12.35              1.450729777153e-02
   12.85              1.388092593995e-02
   13.35              1.330147334670e-02
   13.85              1.276385848582e-02
   14.35              1.226370807517e-02
   14.85              1.179723782685e-02
   15.35              1.136115651979e-02
   15.85              1.095258822895e-02
   16.35              1.056900882440e-02
   16.85              1.020819377620e-02
   17.35              9.868174984385e-03
   17.85              9.547204864379e-03
   18.35              9.243726304045e-03
   18.85              8.956347402085e-03
   19.35              8.683820122965e-03
   19.85              8.425022177806e-03
   20.35              8.178941576390e-03
   20.85              7.944663401899e-03
   21.35              7.721358444013e-03
   21.85              7.508273392666e-03
   22.35              7.304722348091e-03
   22.85              7.110079445510e-03
   23.35              6.923772427408e-03
   23.85              6.745277024321e-03
   24.35              6.574112027931e-03
   24.85              6.409834958962e-03
   25.35              6.252038247742e-03
   25.85              6.100345858040e-03
   26.35              5.954410295272e-03
   26.85              5.813909948994e-03
   27.35              5.678546726894e-03
   27.85              5.548043943649e-03
   28.35              5.422144433182e-03
   28.85              5.300608857220e-03
   29.35              5.183214186741e-03
   29.85              5.069752336045e-03
   30.35              4.960028931829e-03
   30.85              4.853862201980e-03
   31.35              4.751081970691e-03
   31.85              4.651528748233e-03
   32.35              4.555052905141e-03
   32.85              4.461513921807e-03
   33.35              4.370779705591e-03
   33.85              4.282725968435e-03
   34.35              4.197235658853e-03
   34.85              4.114198442803e-03
   35.35              4.033510228621e-03
   35.85              3.955072731710e-03
