# header:
#   title: bremsstrahlung for E-incident 168 MeV
# datablock:
#   columns: 2
#   entries: 336
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.354417497793e-01
    0.85              2.198184661073e-01
    1.35              1.379902073776e-01
    1.85              1.003934398531e-01
    2.35              7.879529680712e-02
    2.85              6.477544956675e-02
    3.35              5.494063135335e-02
    3.85              4.766031137720e-02
    4.35              4.205362817718e-02
    4.85              3.760296213180e-02
    5.35              3.398419628182e-02
    5.85              3.098402288482e-02
    6.35              2.845631773932e-02
    6.85              2.629762064426e-02
    7.35              2.443262383425e-02
    7.85              2.280520623569e-02
    8.35              2.137268894835e-02
    8.85              2.010203802115e-02
    9.35              1.896728558884e-02
    9.85              1.794773644916e-02
   10.35              1.702669447272e-02
   10.85              1.619054115771e-02
   11.35              1.542805773830e-02
   11.85              1.472991891124e-02
   12.35              1.408830954386e-02
   12.85              1.349663086655e-02
   13.35              1.294927268941e-02
   13.85              1.244143495828e-02
   14.35              1.196898661607e-02
   14.85              1.152835297705e-02
   15.35              1.111642511255e-02
   15.85              1.073048638777e-02
   16.35              1.036815247796e-02
   16.85              1.002732206428e-02
   17.35              9.706136054851e-03
   17.85              9.402943659393e-03
   18.35              9.116274010281e-03
   18.85              8.844812300114e-03
   19.35              8.587379618897e-03
   19.85              8.342915838496e-03
   20.35              8.110465020277e-03
   20.85              7.889162922357e-03
   21.35              7.678226262278e-03
   21.85              7.476943453919e-03
   22.35              7.284666587769e-03
   22.85              7.100804464120e-03
   23.35              6.924816521355e-03
   23.85              6.756207527972e-03
   24.35              6.594522928568e-03
   24.85              6.439344751675e-03
   25.35              6.290288001879e-03
   25.85              6.146997470643e-03
   26.35              6.009144910232e-03
   26.85              5.876426523393e-03
   27.35              5.748560728395e-03
   27.85              5.625286164815e-03
   28.35              5.506359910357e-03
   28.85              5.391555883089e-03
   29.35              5.280663407005e-03
   29.85              5.173485921745e-03
   30.35              5.069839819855e-03
   30.85              4.969553397118e-03
   31.35              4.872465903336e-03
   31.85              4.778426682515e-03
   32.35              4.687294392785e-03
   32.85              4.598936297567e-03
   33.35              4.513227620497e-03
   33.85              4.430050957521e-03
   34.35              4.349295740337e-03
   34.85              4.270857746028e-03
   35.35              4.194638648305e-03
   35.85              4.120545606306e-03
   36.35              4.048490887333e-03
   36.85              3.978391520300e-03
   37.35              3.910168977016e-03
   37.85              3.843748878733e-03
   38.35              3.779060725647e-03
   38.85              3.716037647286e-03
   39.35              3.654616171933e-03
   39.85              3.594736013402e-03
   40.35              3.536339873669e-03
   40.85              3.479373260001e-03
   41.35              3.423784315346e-03
   41.85              3.369523660885e-03
   42.35              3.316544249741e-03
   42.85              3.264801230923e-03
   43.35              3.214251822688e-03
   43.85              3.164855194573e-03
   44.35              3.116572357396e-03
   44.85              3.069366060625e-03
   45.35              3.023200696528e-03
   45.85              2.978042210600e-03
   46.35              2.933858017789e-03
   46.85              2.890616924077e-03
   47.35              2.848289053042e-03
   47.85              2.806845777012e-03
   48.35              2.766259652503e-03
   48.85              2.726504359611e-03
   49.35              2.687554645096e-03
   49.85              2.649386268887e-03
   50.35              2.611975953774e-03
   50.85              2.575301338073e-03
   51.35              2.539340931052e-03
   51.85              2.504074070935e-03
   52.35              2.469480885320e-03
   52.85              2.435542253831e-03
   53.35              2.402239772886e-03
   53.85              2.369555722414e-03
   54.35              2.337473034416e-03
   54.85              2.305975263245e-03
   55.35              2.275046557497e-03
   55.85              2.244671633411e-03
   56.35              2.214835749680e-03
   56.85              2.185524683606e-03
   57.35              2.156724708482e-03
   57.85              2.128422572169e-03
   58.35              2.100605476752e-03
   58.85              2.073261059252e-03
   59.35              2.046377373302e-03
   59.85              2.019942871745e-03
   60.35              1.993946390099e-03
   60.85              1.968377130829e-03
   61.35              1.943224648402e-03
   61.85              1.918478835052e-03
   62.35              1.894129907241e-03
   62.85              1.870168392760e-03
   63.35              1.846585118444e-03
   63.85              1.823371198464e-03
   64.35              1.800518023161e-03
   64.85              1.778017248403e-03
   65.35              1.755860785424e-03
   65.85              1.734040791130e-03
   66.35              1.712549658846e-03
   66.85              1.691380009468e-03
   67.35              1.670524683020e-03
   67.85              1.649976730581e-03
   68.35              1.629729406561e-03
   68.85              1.609776161321e-03
   69.35              1.590110634108e-03
   69.85              1.570726646298e-03
   70.35              1.551618194917e-03
   70.85              1.532779446449e-03
   71.35              1.514204730896e-03
   71.85              1.495888536088e-03
   72.35              1.477825502231e-03
   72.85              1.460010416677e-03
   73.35              1.442438208908e-03
   73.85              1.425103945726e-03
   74.35              1.408002826636e-03
   74.85              1.391130179411e-03
   75.35              1.374481455838e-03
   75.85              1.358052227632e-03
   76.35              1.341838182507e-03
   76.85              1.325835120402e-03
   77.35              1.310038949856e-03
   77.85              1.294445684520e-03
   78.35              1.279051439801e-03
   78.85              1.263852429637e-03
   79.35              1.248844963395e-03
   79.85              1.234025442879e-03
   80.35              1.219390359457e-03
   80.85              1.204936291291e-03
   81.35              1.190659900668e-03
   81.85              1.176557931434e-03
   82.35              1.162627206513e-03
   82.85              1.148864625526e-03
   83.35              1.135267162488e-03
   83.85              1.121831863588e-03
   84.35              1.108555845054e-03
   84.85              1.095436291088e-03
   85.35              1.082470451873e-03
   85.85              1.069655641652e-03
   86.35              1.056989236877e-03
   86.85              1.044468674414e-03
   87.35              1.032091449815e-03
   87.85              1.019855115650e-03
   88.35              1.007757279890e-03
   88.85              9.957956043537e-04
   89.35              9.839678031933e-04
   89.85              9.722716414448e-04
   90.35              9.607049336172e-04
   90.85              9.492655423315e-04
   91.35              9.379513770040e-04
   91.85              9.267603925728e-04
   92.35              9.156905882654e-04
   92.85              9.047400064061e-04
   93.35              8.939067312619e-04
   93.85              8.831888879254e-04
   94.35              8.725846412326e-04
   94.85              8.620921947158e-04
   95.35              8.517097895888e-04
   95.85              8.414357037641e-04
   96.35              8.312682509008e-04
   96.85              8.212057794815e-04
   97.35              8.112466719187e-04
   97.85              8.013893436871e-04
   98.35              7.916322424838e-04
   98.85              7.819738474130e-04
   99.35              7.724126681960e-04
   99.85              7.629472444043e-04
  100.35              7.535761447162e-04
  100.85              7.442979661950e-04
  101.35              7.351113335892e-04
  101.85              7.260148986525e-04
  102.35              7.170073394847e-04
  102.85              7.080873598907e-04
  103.35              6.992536887591e-04
  103.85              6.905050794584e-04
  104.35              6.818403092501e-04
  104.85              6.732581787196e-04
  105.35              6.647575112221e-04
  105.85              6.563371523452e-04
  106.35              6.479959693864e-04
