# header:
#   title: bremsstrahlung for E-incident 111 MeV
# datablock:
#   columns: 2
#   entries: 222
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.798830728037e-01
    0.85              2.376964159832e-01
    1.35              1.489813568076e-01
    1.85              1.082203836728e-01
    2.35              8.480450548901e-02
    2.85              6.960472491356e-02
    3.35              5.894219227107e-02
    3.85              5.104914862664e-02
    4.35              4.497059777403e-02
    4.85              4.014535637557e-02
    5.35              3.622202925719e-02
    5.85              3.296935634708e-02
    6.35              3.022891539132e-02
    6.85              2.788853880867e-02
    7.35              2.586658080869e-02
    7.85              2.410219707622e-02
    8.35              2.254911678476e-02
    8.85              2.117152579178e-02
    9.35              1.994127073387e-02
    9.85              1.883591466662e-02
   10.35              1.783735628702e-02
   10.85              1.693083093780e-02
   11.35              1.610417566340e-02
   11.85              1.534728032777e-02
   12.35              1.465167206385e-02
   12.85              1.401019673875e-02
   13.35              1.341677199981e-02
   13.85              1.286619381241e-02
   14.35              1.235398344295e-02
   14.85              1.187626535427e-02
   15.35              1.142966896517e-02
   15.85              1.101124900440e-02
   16.35              1.061842047855e-02
   16.85              1.024890521832e-02
   17.35              9.900687667619e-03
   17.85              9.571978102950e-03
   18.35              9.261181866056e-03
   18.85              8.966873493188e-03
   19.35              8.687774855352e-03
   19.85              8.422736602294e-03
   20.35              8.170722342015e-03
   20.85              7.930795096617e-03
   21.35              7.702105661309e-03
   21.85              7.483882561712e-03
   22.35              7.275423359189e-03
   22.85              7.076087097695e-03
   23.35              6.885287721062e-03
   23.85              6.702488318293e-03
   24.35              6.527196077854e-03
   24.85              6.358957851115e-03
   25.35              6.197356240816e-03
   25.85              6.042006143487e-03
   26.35              5.892551685526e-03
   26.85              5.748663501605e-03
   27.35              5.610036311611e-03
   27.85              5.476386758600e-03
   28.35              5.347451475537e-03
   28.85              5.222985353066e-03
   29.35              5.102759984341e-03
   29.85              4.986562266160e-03
   30.35              4.874193138364e-03
   30.85              4.765466445829e-03
   31.35              4.660207909355e-03
   31.85              4.558254193493e-03
   32.35              4.459452060811e-03
   32.85              4.363657603400e-03
   33.35              4.270735543513e-03
   33.85              4.180558596178e-03
   34.35              4.093006887485e-03
   34.85              4.007967422943e-03
   35.35              3.925333600963e-03
   35.85              3.845004767043e-03
   36.35              3.766885804758e-03
   36.85              3.690886760039e-03
   37.35              3.616922495633e-03
   37.85              3.544912372956e-03
   38.35              3.474779958822e-03
   38.85              3.406452754834e-03
   39.35              3.339861947389e-03
   39.85              3.274942176518e-03
   40.35              3.211631321901e-03
   40.85              3.149870304607e-03
   41.35              3.089602903208e-03
   41.85              3.030775583085e-03
   42.35              2.973337337818e-03
   42.85              2.917239541681e-03
   43.35              2.862435812353e-03
   43.85              2.808881883010e-03
   44.35              2.756535483077e-03
   44.85              2.705356226955e-03
   45.35              2.655305510108e-03
   45.85              2.606346411949e-03
   46.35              2.558443605012e-03
   46.85              2.511563269942e-03
   47.35              2.465673015866e-03
   47.85              2.420741805762e-03
   48.35              2.376739886457e-03
   48.85              2.333638722920e-03
   49.35              2.291410936558e-03
   49.85              2.250030247214e-03
   50.35              2.209471418631e-03
   50.85              2.169710207129e-03
   51.35              2.130723313281e-03
   51.85              2.092488336383e-03
   52.35              2.054983731537e-03
   52.85              2.018188769166e-03
   53.35              1.982083496811e-03
   53.85              1.946648703052e-03
   54.35              1.911865883419e-03
   54.85              1.877717208173e-03
   55.35              1.844185491829e-03
   55.85              1.811254164319e-03
   56.35              1.778907243686e-03
   56.85              1.747129310222e-03
   57.35              1.715905481964e-03
   57.85              1.685221391445e-03
   58.35              1.655063163660e-03
   58.85              1.625417395140e-03
   59.35              1.596271134094e-03
   59.85              1.567611861536e-03
   60.35              1.539427473362e-03
   60.85              1.511706263301e-03
   61.35              1.484436906705e-03
   61.85              1.457608445122e-03
   62.35              1.431210271617e-03
   62.85              1.405232116782e-03
   63.35              1.379664035426e-03
   63.85              1.354496393871e-03
   64.35              1.329719857858e-03
   64.85              1.305325380997e-03
   65.35              1.281304193758e-03
   65.85              1.257647792962e-03
   66.35              1.234347931741e-03
   66.85              1.211396609955e-03
   67.35              1.188786065033e-03
   67.85              1.166508763219e-03
   68.35              1.144557391206e-03
   68.85              1.122924848124e-03
   69.35              1.101604237892e-03
   69.85              1.080588861880e-03
   70.35              1.059872211894e-03
   70.85              1.039447963461e-03
   71.35              1.019309969386e-03
   71.85              9.994522535863e-04
   72.35              9.798690051782e-04
   72.85              9.605545728087e-04
   73.35              9.415034592172e-04
   73.85              9.227103160196e-04
   74.35              9.041699387023e-04
   74.85              8.858772618168e-04
   75.35              8.678273543656e-04
   75.85              8.500154153714e-04
   76.35              8.324367696187e-04
   76.85              8.150868635635e-04
   77.35              7.979612614004e-04
   77.85              7.810556412818e-04
   78.35              7.643657916817e-04
   78.85              7.478876078976e-04
   79.35              7.316170886855e-04
   79.85              7.155503330202e-04
   80.35              6.996835369773e-04
   80.85              6.840129907309e-04
   81.35              6.685350756615e-04
   81.85              6.532462615703e-04
   82.35              6.381431039951e-04
   82.85              6.232222416230e-04
   83.35              6.084803937965e-04
   83.85              5.939143581086e-04
   84.35              5.795210080838e-04
   84.85              5.652972909409e-04
   85.35              5.512402254342e-04
   85.85              5.373468997702e-04
   86.35              5.236144695975e-04
   86.85              5.100401560646e-04
   87.35              4.966212439459e-04
   87.85              4.833550798309e-04
   88.35              4.702390703748e-04
   88.85              4.572706806087e-04
   89.35              4.444474323061e-04
   89.85              4.317669024042e-04
   90.35              4.192267214774e-04
   90.85              4.068245722614e-04
   91.35              3.945581882257e-04
   91.85              3.824253521926e-04
   92.35              3.704238950011e-04
   92.85              3.585516942146e-04
   93.35              3.468066728687e-04
   93.85              3.351867982606e-04
   94.35              3.236900807761e-04
   94.85              3.123145727537e-04
   95.35              3.010583673850e-04
   95.85              2.899195976487e-04
   96.35              2.788964352786e-04
   96.85              2.679870897632e-04
   97.35              2.571898073758e-04
   97.85              2.465028702350e-04
   98.35              2.359245953937e-04
   98.85              2.254533339548e-04
   99.35              2.150874702154e-04
   99.85              2.048254208350e-04
  100.35              1.946656340293e-04
  100.85              1.846065887884e-04
  101.35              1.746467941171e-04
  101.85              1.647847882989e-04
  102.35              1.550191381799e-04
  102.85              1.453484384752e-04
  103.35              1.357713110948e-04
  103.85              1.262864044883e-04
  104.35              1.168923930099e-04
  104.85              1.075879762999e-04
  105.35              9.837187868547e-05
  105.85              8.924284859691e-05
