# header:
#   title: bremsstrahlung for E-incident 86 MeV
# datablock:
#   columns: 2
#   entries: 172
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              6.109798240549e-01
    0.85              2.501112764863e-01
    1.35              1.565527641537e-01
    1.85              1.135664206496e-01
    2.35              8.887213821101e-02
    2.85              7.284251627721e-02
    3.35              6.159785611469e-02
    3.85              5.327388690347e-02
    4.35              4.686347383277e-02
    4.85              4.177479541582e-02
    5.35              3.763727184315e-02
    5.85              3.420701725727e-02
    6.35              3.131696024397e-02
    6.85              2.884880936400e-02
    7.35              2.671646132484e-02
    7.85              2.485574997856e-02
    8.35              2.321787831448e-02
    8.85              2.176507689492e-02
    9.35              2.046765530633e-02
    9.85              1.930195164552e-02
   10.35              1.824887635773e-02
   10.85              1.729285870016e-02
   11.35              1.642107167321e-02
   11.85              1.562285317173e-02
   12.35              1.488926774730e-02
   12.85              1.421277068275e-02
   13.35              1.358694755562e-02
   13.85              1.300631021384e-02
   14.35              1.246613540459e-02
   14.85              1.196233600337e-02
   15.35              1.149135741005e-02
   15.85              1.105009355447e-02
   16.35              1.063581831392e-02
   16.85              1.024612914105e-02
   17.35              9.878900439244e-03
   17.85              9.532244773952e-03
   18.35              9.204480425570e-03
   18.85              8.894104106280e-03
   19.35              8.599767906850e-03
   19.85              8.320259727542e-03
   20.35              8.054486593901e-03
   20.85              7.801460373144e-03
   21.35              7.560285497621e-03
   21.85              7.330148373839e-03
   22.35              7.110308213090e-03
   22.85              6.900089065940e-03
   23.35              6.698872880124e-03
   23.85              6.506093431658e-03
   24.35              6.321231003664e-03
   24.85              6.143807707581e-03
   25.35              5.973383358089e-03
   25.85              5.809551826759e-03
   26.35              5.651937810850e-03
   26.85              5.500193963131e-03
   27.35              5.353998336535e-03
   27.85              5.213052104071e-03
   28.35              5.077077520020e-03
   28.85              4.945816093127e-03
   29.35              4.819026946538e-03
   29.85              4.696485342548e-03
   30.35              4.577981353187e-03
   30.85              4.463318660077e-03
   31.35              4.352313469141e-03
   31.85              4.244793527527e-03
   32.35              4.140597231712e-03
   32.85              4.039572817049e-03
   33.35              3.941577620217e-03
   33.85              3.846477407043e-03
   34.35              3.754145759026e-03
   34.85              3.664463512675e-03
   35.35              3.577318246418e-03
   35.85              3.492603810462e-03
   36.35              3.410219895439e-03
   36.85              3.330071636184e-03
   37.35              3.252069247324e-03
   37.85              3.176127687760e-03
   38.35              3.102166351392e-03
   38.85              3.030108781726e-03
   39.35              2.959882408240e-03
   39.85              2.891418302595e-03
   40.35              2.824650952975e-03
   40.85              2.759518054999e-03
   41.35              2.695960317797e-03
   41.85              2.633921283992e-03
   42.35              2.573347162438e-03
   42.85              2.514186672658e-03
   43.35              2.456390900059e-03
   43.85              2.399913161043e-03
   44.35              2.344708877247e-03
   44.85              2.290735458195e-03
   45.35              2.237952191714e-03
   45.85              2.186320141514e-03
   46.35              2.135802051404e-03
   46.85              2.086362255640e-03
   47.35              2.037966594950e-03
   47.85              1.990582337828e-03
   48.35              1.944178106706e-03
   48.85              1.898723808667e-03
   49.35              1.854190570366e-03
   49.85              1.810550676865e-03
   50.35              1.767777514119e-03
   50.85              1.725845514849e-03
   51.35              1.684730107580e-03
   51.85              1.644407668629e-03
   52.35              1.604855476840e-03
   52.85              1.566051670894e-03
   53.35              1.527975209014e-03
   53.85              1.490605830920e-03
   54.35              1.453924021881e-03
   54.85              1.417910978731e-03
   55.35              1.382548577734e-03
   55.85              1.347819344167e-03
   56.35              1.313706423530e-03
   56.85              1.280193554267e-03
   57.35              1.247265041922e-03
   57.85              1.214905734631e-03
   58.35              1.183100999873e-03
   58.85              1.151836702408e-03
   59.35              1.121099183335e-03
   59.85              1.090875240185e-03
   60.35              1.061152108024e-03
   60.85              1.031917441469e-03
   61.35              1.003159297597e-03
   61.85              9.748661196724e-04
   62.35              9.470267216665e-04
   62.85              9.196302735095e-04
   63.35              8.926662870440e-04
   63.85              8.661246026375e-04
   64.35              8.399953764192e-04
   64.85              8.142690681070e-04
   65.35              7.889364293941e-04
   65.85              7.639884928637e-04
   66.35              7.394165614053e-04
   66.85              7.152121981063e-04
   67.35              6.913672165935e-04
   67.85              6.678736718016e-04
   68.35              6.447238511472e-04
   68.85              6.219102660868e-04
   69.35              5.994256440410e-04
   69.85              5.772629206644e-04
   70.35              5.554152324460e-04
   70.85              5.338759096223e-04
   71.35              5.126384693891e-04
   71.85              4.916966093956e-04
   72.35              4.710442015099e-04
   72.85              4.506752858395e-04
   73.35              4.305840649976e-04
   73.85              4.107648986018e-04
   74.35              3.912122979948e-04
   74.85              3.719209211767e-04
   75.35              3.528855679395e-04
   75.85              3.341011751933e-04
   76.35              3.155628124765e-04
   76.85              2.972656776415e-04
   77.35              2.792050927073e-04
   77.85              2.613764998726e-04
   78.35              2.437754576802e-04
   78.85              2.263976373293e-04
   79.35              2.092388191251e-04
   79.85              1.922948890638e-04
   80.35              1.755618355434e-04
   80.85              1.590357461977e-04
   81.35              1.427128048463e-04
   81.85              1.265892885573e-04
   82.35              1.106615648158e-04
   82.85              9.492608879600e-05
   83.35              7.937940073084e-05
   83.85              6.401812337606e-05
   84.35              4.883895956431e-05
   84.85              3.383868984580e-05
   85.35              1.901417021187e-05
   85.85              4.362329898077e-06
