# header:
#   title: bremsstrahlung for E-incident 154 MeV
# datablock:
#   columns: 2
#   entries: 308
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.442134467737e-01
    0.85              2.233586744564e-01
    1.35              1.401741038556e-01
    1.85              1.019541660120e-01
    2.35              7.999803150607e-02
    2.85              6.574580384434e-02
    3.35              5.574797249955e-02
    3.85              4.834698046509e-02
    4.35              4.264736590982e-02
    4.85              3.812292961337e-02
    5.35              3.444418234429e-02
    5.85              3.139428076223e-02
    6.35              2.882467864192e-02
    6.85              2.663020091873e-02
    7.35              2.473429159325e-02
    7.85              2.307989937930e-02
    8.35              2.162363796942e-02
    8.85              2.033192587138e-02
    9.35              1.917836479988e-02
    9.85              1.814191652751e-02
   10.35              1.720560818484e-02
   10.85              1.635559554195e-02
   11.35              1.558047388082e-02
   11.85              1.487076333033e-02
   12.35              1.421851922118e-02
   12.85              1.361703340846e-02
   13.35              1.306060271279e-02
   13.85              1.254434751862e-02
   14.35              1.206406829617e-02
   14.85              1.161613110890e-02
   15.35              1.119737549734e-02
   15.85              1.080503979819e-02
   16.35              1.043670016627e-02
   16.85              1.009022045315e-02
   17.35              9.763710752316e-03
   17.85              9.455492911473e-03
   18.35              9.164071683211e-03
   18.85              8.888110467057e-03
   19.35              8.626410812462e-03
   19.85              8.377895019559e-03
   20.35              8.141591304932e-03
   20.85              7.916621101798e-03
   21.35              7.702188144712e-03
   21.85              7.497569052939e-03
   22.35              7.302105177800e-03
   22.85              7.115195520391e-03
   23.35              6.936290559231e-03
   23.85              6.764886854305e-03
   24.35              6.600522315905e-03
   24.85              6.442772044644e-03
   25.35              6.291244663768e-03
   25.85              6.145579077123e-03
   26.35              6.005441596233e-03
   26.85              5.870523388374e-03
   27.35              5.740538204569e-03
   27.85              5.615220352319e-03
   28.35              5.494322882864e-03
   28.85              5.377615966943e-03
   29.35              5.264885436573e-03
   29.85              5.155931473385e-03
   30.35              5.050567426611e-03
   30.85              4.948618746022e-03
   31.35              4.849922016966e-03
   31.85              4.754324086311e-03
   32.35              4.661681269432e-03
   32.85              4.571858629626e-03
   33.35              4.484729322349e-03
   33.85              4.400173997561e-03
   34.35              4.318080254281e-03
   34.85              4.238342142086e-03
   35.35              4.160859704916e-03
   35.85              4.085538563066e-03
   36.35              4.012289529657e-03
   36.85              3.941028258348e-03
   37.35              3.871674919337e-03
   37.85              3.804153901040e-03
   38.35              3.738393535110e-03
   38.85              3.674325842692e-03
   39.35              3.611886300018e-03
   39.85              3.551013621652e-03
   40.35              3.491649559850e-03
   40.85              3.433738718655e-03
   41.35              3.377228381479e-03
   41.85              3.322068351046e-03
   42.35              3.268210800670e-03
   42.85              3.215610135951e-03
   43.35              3.164222866035e-03
   43.85              3.114007483688e-03
   44.35              3.064924353480e-03
   44.85              3.016935607446e-03
   45.35              2.970005047653e-03
   45.85              2.924098055141e-03
   46.35              2.879181504753e-03
   46.85              2.835223685431e-03
   47.35              2.792194225545e-03
   47.85              2.750064022919e-03
   48.35              2.708805179189e-03
   48.85              2.668390938196e-03
   49.35              2.628795628126e-03
   49.85              2.589994607124e-03
   50.35              2.551964212159e-03
   50.85              2.514681710901e-03
   51.35              2.478125256406e-03
   51.85              2.442273844427e-03
   52.35              2.407107273174e-03
   52.85              2.372606105351e-03
   53.35              2.338751632332e-03
   53.85              2.305525840335e-03
   54.35              2.272911378457e-03
   54.85              2.240891528464e-03
   55.35              2.209450176213e-03
   55.85              2.178571784610e-03
   56.35              2.148241368014e-03
   56.85              2.118444467981e-03
   57.35              2.089167130285e-03
   57.85              2.060395883128e-03
   58.35              2.032117716470e-03
   58.85              2.004320062416e-03
   59.35              1.976990776584e-03
   59.85              1.950118120424e-03
   60.35              1.923690744399e-03
   60.85              1.897697672007e-03
   61.35              1.872128284576e-03
   61.85              1.846972306804e-03
   62.35              1.822219792991e-03
   62.85              1.797861113923e-03
   63.35              1.773886944391e-03
   63.85              1.750288251281e-03
   64.35              1.727056282229e-03
   64.85              1.704182554796e-03
   65.35              1.681658846146e-03
   65.85              1.659477183185e-03
   66.35              1.637629833156e-03
   66.85              1.616109294645e-03
   67.35              1.594908288999e-03
   67.85              1.574019752118e-03
   68.35              1.553436826603e-03
   68.85              1.533152854255e-03
   69.35              1.513161368891e-03
   69.85              1.493456089473e-03
   70.35              1.474030913529e-03
   70.85              1.454879910853e-03
   71.35              1.435997317463e-03
   71.85              1.417377529828e-03
   72.35              1.399015099312e-03
   72.85              1.380904726868e-03
   73.35              1.363041257934e-03
   73.85              1.345419677544e-03
   74.35              1.328035105632e-03
   74.85              1.310882792529e-03
   75.35              1.293958114637e-03
   75.85              1.277256570271e-03
