# header:
#   title: bremsstrahlung for E-incident 185 MeV
# datablock:
#   columns: 2
#   entries: 370
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.260409740645e-01
    0.85              2.160185781105e-01
    1.35              1.356424013817e-01
    1.85              9.871280666848e-02
    2.35              7.749793310981e-02
    2.85              6.372687483489e-02
    3.35              5.406658022412e-02
    3.85              4.691545304472e-02
    4.35              4.140826314794e-02
    4.85              3.703657632266e-02
    5.35              3.348202722173e-02
    5.85              3.053509335174e-02
    6.35              2.805224355575e-02
    6.85              2.593185358400e-02
    7.35              2.409995204378e-02
    7.85              2.250141375709e-02
    8.35              2.109431718138e-02
    8.85              1.984621456903e-02
    9.35              1.873159886709e-02
    9.85              1.773014211966e-02
   10.35              1.682544447826e-02
   10.85              1.600412910796e-02
   11.35              1.525517632535e-02
   11.85              1.456942630921e-02
   12.35              1.393920261016e-02
   12.85              1.335802355695e-02
   13.35              1.282037851522e-02
   13.85              1.232155261008e-02
   14.35              1.185748809205e-02
   14.85              1.142467370992e-02
   15.35              1.102005570448e-02
   15.85              1.064096564890e-02
   16.35              1.028506152945e-02
   16.85              9.950279316191e-03
   17.35              9.634792907735e-03
   17.85              9.336980807875e-03
   18.35              9.055398250242e-03
   18.85              8.788753759327e-03
   19.35              8.535889345461e-03
   19.85              8.295763693000e-03
   20.35              8.067437826900e-03
   20.85              7.850062841669e-03
   21.35              7.642869354574e-03
   21.85              7.445158406935e-03
   22.35              7.256293586707e-03
   22.85              7.075694185308e-03
   23.35              6.902829233647e-03
   23.85              6.737212288345e-03
   24.35              6.578396860304e-03
   24.85              6.425972395162e-03
   25.35              6.279560729433e-03
   25.85              6.138812957931e-03
   26.35              6.003406657832e-03
   26.85              5.873043422914e-03
   27.35              5.747446668249e-03
   27.85              5.626359671382e-03
   28.35              5.509543820789e-03
   28.85              5.396777046473e-03
   29.35              5.287852410975e-03
   29.85              5.182576841993e-03
   30.35              5.080769990275e-03
   30.85              4.982263198581e-03
   31.35              4.886898569301e-03
   31.85              4.794528119905e-03
   32.35              4.705013016703e-03
   32.85              4.618222878591e-03
   33.35              4.534035143421e-03
   33.85              4.452334490530e-03
   34.35              4.373012313707e-03
   34.85              4.295966239518e-03
   35.35              4.221099686522e-03
   35.85              4.148321461365e-03
   36.35              4.077545388206e-03
   36.85              4.008689968322e-03
   37.35              3.941678067043e-03
   37.85              3.876436625506e-03
   38.35              3.812896394962e-03
   38.85              3.750991691587e-03
   39.35              3.690660170001e-03
   39.85              3.631842613824e-03
   40.35              3.574482741816e-03
   40.85              3.518527028241e-03
   41.35              3.463924536276e-03
   41.85              3.410626763355e-03
   42.35              3.358587497468e-03
   42.85              3.307762683527e-03
   43.35              3.258110298974e-03
   43.85              3.209590237899e-03
   44.35              3.162164203004e-03
   44.85              3.115795604785e-03
   45.35              3.070449467387e-03
   45.85              3.026092340619e-03
   46.35              2.982692217664e-03
   46.85              2.940218458060e-03
   47.35              2.898641715554e-03
   47.85              2.857933870488e-03
   48.35              2.818067966375e-03
   48.85              2.779018150370e-03
   49.35              2.740759617365e-03
   49.85              2.703268557439e-03
   50.35              2.666522106449e-03
   50.85              2.630498299529e-03
   51.35              2.595176027311e-03
   51.85              2.560534994673e-03
   52.35              2.526555681856e-03
   52.85              2.493219307787e-03
   53.35              2.460507795463e-03
   53.85              2.428403739263e-03
   54.35              2.396890374069e-03
   54.85              2.365951546072e-03
   55.35              2.335571685157e-03
   55.85              2.305735778779e-03
   56.35              2.276429347226e-03
   56.85              2.247638420185e-03
   57.35              2.219349514541e-03
   57.85              2.191549613315e-03
   58.35              2.164226145701e-03
   58.85              2.137366968106e-03
   59.35              2.110960346156e-03
   59.85              2.084994937607e-03
