# header:
#   title: bremsstrahlung for E-incident 159 MeV
# datablock:
#   columns: 2
#   entries: 318
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.409600353674e-01
    0.85              2.220462383543e-01
    1.35              1.393648835731e-01
    1.85              1.013761529980e-01
    2.35              7.955283968888e-02
    2.85              6.538682929524e-02
    3.35              5.544947872060e-02
    3.85              4.809325816534e-02
    4.35              4.242812279520e-02
    4.85              3.793105657355e-02
    5.35              3.427456347744e-02
    5.85              3.124311193621e-02
    6.35              2.868905433849e-02
    6.85              2.650785186452e-02
    7.35              2.462341163191e-02
    7.85              2.297902747989e-02
    8.35              2.153157556164e-02
    8.85              2.024767753246e-02
    9.35              1.910109480052e-02
    9.85              1.807091640684e-02
   10.35              1.714027215749e-02
   10.85              1.629540157166e-02
   11.35              1.552496892292e-02
   11.85              1.481955168757e-02
   12.35              1.417125325670e-02
   12.85              1.357340606559e-02
   13.35              1.302034143561e-02
   13.85              1.250720926989e-02
   14.35              1.202983544324e-02
   14.85              1.158460800223e-02
   15.35              1.116838560623e-02
   15.85              1.077842329831e-02
   16.35              1.041231189607e-02
   16.85              1.006792817349e-02
   17.35              9.743393656827e-03
   17.85              9.437040345576e-03
   18.35              9.147382037662e-03
   18.85              8.873090218232e-03
   19.35              8.612973686627e-03
   19.85              8.365961262408e-03
   20.35              8.131087040854e-03
   20.85              7.907477769973e-03
   21.35              7.694342001242e-03
   21.85              7.490960729935e-03
   22.35              7.296679291797e-03
   22.85              7.110900323598e-03
   23.35              6.933077628128e-03
   23.85              6.762710810875e-03
   24.35              6.599340577492e-03
   24.85              6.442544598974e-03
   25.35              6.291933866157e-03
   25.85              6.147149467298e-03
   26.35              6.007859732532e-03
   26.85              5.873757697385e-03
   27.35              5.744558844510e-03
   27.85              5.619999088687e-03
   28.35              5.499832975044e-03
   28.85              5.383832064647e-03
   29.35              5.271783485098e-03
   29.85              5.163488626807e-03
   30.35              5.058761968131e-03
   30.85              4.957430014760e-03
   31.35              4.859330340603e-03
   31.85              4.764310719010e-03
   32.35              4.672228334561e-03
   32.85              4.582949066838e-03
   33.35              4.496346838626e-03
   33.85              4.412303021884e-03
   34.35              4.330705895585e-03
   34.85              4.251450150241e-03
   35.35              4.174436434469e-03
   35.85              4.099570939499e-03
   36.35              4.026765017981e-03
   36.85              3.955934833818e-03
   37.35              3.887001040127e-03
   37.85              3.819888482730e-03
   38.35              3.754525926829e-03
   38.85              3.690845804799e-03
   39.35              3.628783983203e-03
   39.85              3.568279547343e-03
   40.35              3.509274601838e-03
   40.85              3.451714085844e-03
   41.35              3.395545601676e-03
