# header:
#   title: bremsstrahlung for E-incident 191 MeV
# datablock:
#   columns: 2
#   entries: 382
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.229988025431e-01
    0.85              2.147876632958e-01
    1.35              1.348810716391e-01
    1.85              9.816723222931e-02
    2.35              7.707630320664e-02
    2.85              6.338570015684e-02
    3.35              5.378184428608e-02
    3.85              4.667249643370e-02
    4.35              4.119748142095e-02
    4.85              3.685133548299e-02
    5.35              3.331755327176e-02
    5.85              3.038783639577e-02
    6.35              2.791949225617e-02
    6.85              2.581149032672e-02
    7.35              2.399029138087e-02
    7.85              2.240109230074e-02
    8.35              2.100221646374e-02
    8.85              1.976140569306e-02
    9.35              1.865330195668e-02
    9.85              1.765769606156e-02
   10.35              1.675828397273e-02
   10.85              1.594176700729e-02
   11.35              1.519718986260e-02
   11.85              1.451544623223e-02
   12.35              1.388890451524e-02
   12.85              1.331112090853e-02
   13.35              1.277661697273e-02
   13.85              1.228070537887e-02
   14.35              1.181935208424e-02
   14.85              1.138906635153e-02
   15.35              1.098681226264e-02
   15.85              1.060993698063e-02
   16.35              1.025611217458e-02
   16.85              9.923285873334e-03
   17.35              9.609642644211e-03
   17.85              9.313570464339e-03
   18.35              9.033633008165e-03
   18.85              8.768546345422e-03
   19.35              8.517159251814e-03
   19.85              8.278436495414e-03
   20.35              8.051444586996e-03
   20.85              7.835339580659e-03
   21.35              7.629356588671e-03
   21.85              7.432800735904e-03
   22.35              7.245039328451e-03
   22.85              7.065495050427e-03
   23.35              6.893640034846e-03
   23.85              6.728990680295e-03
   24.35              6.571103106218e-03
   24.85              6.419569156853e-03
   25.35              6.274012878074e-03
   25.85              6.134087403116e-03
   26.35              5.999472192863e-03
   26.85              5.869870584481e-03
   27.35              5.745007608947e-03
   27.85              5.624628043666e-03
   28.35              5.508494671163e-03
   28.85              5.396386718851e-03
   29.35              5.288098458270e-03
   29.85              5.183437945113e-03
   30.35              5.082225883789e-03
   30.85              4.984294602411e-03
   31.35              4.889487125862e-03
   31.85              4.797656336174e-03
   32.35              4.708664210774e-03
   32.85              4.622381130286e-03
   33.35              4.538685248614e-03
   33.85              4.457461918838e-03
   34.35              4.378603169259e-03
   34.85              4.302007224546e-03
   35.35              4.227578067520e-03
   35.85              4.155225037607e-03
   36.35              4.084862462437e-03
   36.85              4.016409319429e-03
   37.35              3.949788924561e-03
   37.85              3.884928645805e-03
   38.35              3.821759638986e-03
   38.85              3.760216604028e-03
   39.35              3.700237559793e-03
   39.85              3.641763635866e-03
   40.35              3.584738879817e-03
   40.85              3.529110078630e-03
   41.35              3.474826593069e-03
   41.85              3.421840203937e-03
   42.35              3.370104969213e-03
   42.85              3.319577091191e-03
   43.35              3.270214792824e-03
   43.85              3.221978202516e-03
   44.35              3.174829246712e-03
   44.85              3.128731549678e-03
   45.35              3.083650339900e-03
   45.85              3.039552362614e-03
   46.35              2.996405797998e-03
   46.85              2.954180184602e-03
   47.35              2.912846347624e-03
   47.85              2.872376331690e-03
   48.35              2.832743337802e-03
   48.85              2.793921664158e-03
   49.35              2.755886650568e-03
   49.85              2.718614626216e-03
   50.35              2.682082860542e-03
   50.85              2.646269517004e-03
   51.35              2.611153609563e-03
   51.85              2.576714961667e-03
   52.35              2.542934167599e-03
   52.85              2.509792556011e-03
   53.35              2.477272155512e-03
   53.85              2.445355662172e-03
   54.35              2.414026408819e-03
   54.85              2.383268336020e-03
   55.35              2.353065964627e-03
   55.85              2.323404369803e-03
   56.35              2.294269156430e-03
   56.85              2.265646435818e-03
   57.35              2.237522803620e-03
   57.85              2.209885318911e-03
   58.35              2.182721484325e-03
   58.85              2.156019227218e-03
   59.35              2.129766881772e-03
   59.85              2.103953172005e-03
   60.35              2.078567195624e-03
   60.85              2.053598408665e-03
   61.35              2.029036610899e-03
   61.85              2.004871931933e-03
   62.35              1.981094817986e-03
   62.85              1.957696019297e-03
   63.35              1.934666578125e-03
   63.85              1.911997817315e-03
   64.35              1.889681329401e-03
   64.85              1.867708966204e-03
   65.35              1.846072828917e-03
   65.85              1.824765258635e-03
   66.35              1.803778827317e-03
   66.85              1.783106329153e-03
   67.35              1.762740772313e-03
   67.85              1.742675371063e-03
   68.35              1.722903538230e-03
   68.85              1.703418877987e-03
   69.35              1.684215178959e-03
   69.85              1.665286407619e-03
   70.35              1.646626701969e-03
   70.85              1.628230365489e-03
   71.35              1.610091861336e-03
   71.85              1.592205806788e-03
   72.35              1.574566967921e-03
   72.85              1.557170254502e-03
   73.35              1.540010715090e-03
   73.85              1.523083532339e-03
   74.35              1.506384018488e-03
   74.85              1.489907611035e-03
   75.35              1.473649868578e-03
   75.85              1.457606466826e-03
   76.35              1.441773194763e-03
   76.85              1.426145950963e-03
   77.35              1.410720740050e-03
   77.85              1.395493669291e-03
   78.35              1.380460945318e-03
   78.85              1.365618870983e-03
   79.35              1.350963842324e-03
   79.85              1.336492345646e-03
   80.35              1.322200954713e-03
   80.85              1.308086328047e-03
   81.35              1.294145206318e-03
   81.85              1.280374409839e-03
   82.35              1.266770836147e-03
   82.85              1.253331457672e-03
   83.35              1.240053319490e-03
   83.85              1.226933537160e-03
   84.35              1.213969294632e-03
   84.85              1.201157842235e-03
   85.35              1.188496494728e-03
   85.85              1.175982629428e-03
   86.35              1.163613684398e-03
   86.85              1.151387156697e-03
   87.35              1.139300600693e-03
   87.85              1.127351626430e-03
   88.35              1.115537898057e-03
   88.85              1.103857132298e-03
   89.35              1.092307096990e-03
   89.85              1.080885609654e-03
   90.35              1.069590536124e-03
   90.85              1.058419789215e-03
   91.35              1.047371327439e-03
   91.85              1.036443153761e-03
   92.35              1.025633314395e-03
   92.85              1.014939897638e-03
   93.35              1.004361032749e-03
   93.85              9.938948888492e-04
   94.35              9.835396738726e-04
   94.85              9.732936335399e-04
   95.35              9.631550503686e-04
   95.85              9.531222427128e-04
   96.35              9.431935638340e-04
   96.85              9.333674009994e-04
   97.35              9.236421746088e-04
   97.85              9.140163373485e-04
   98.35              9.044883733699e-04
   98.85              8.950567974943e-04
   99.35              8.857201544408e-04
   99.85              8.764770180779e-04
  100.35              8.673259906972e-04
  100.85              8.582657023088e-04
  101.35              8.492948099578e-04
  101.85              8.404119970605e-04
  102.35              8.316159727600e-04
  102.85              8.229054713016e-04
  103.35              8.142792514248e-04
  103.85              8.057360957741e-04
  104.35              7.972748103260e-04
  104.85              7.888942238331e-04
  105.35              7.805931872832e-04
  105.85              7.723705733742e-04
  106.35              7.642252760042e-04
  106.85              7.561562097747e-04
  107.35              7.481623095092e-04
  107.85              7.402425297839e-04
  108.35              7.323958444723e-04
  108.85              7.246212463018e-04
  109.35              7.169177464228e-04
  109.85              7.092843739892e-04
  110.35              7.017201757508e-04
  110.85              6.942242156561e-04
  111.35              6.867955744667e-04
  111.85              6.794333493808e-04
  112.35              6.721366536682e-04
  112.85              6.649046163138e-04
  113.35              6.577363816709e-04
  113.85              6.506311091241e-04
  114.35              6.435879727604e-04
  114.85              6.366061610495e-04
  115.35              6.296848765316e-04
  115.85              6.228233355140e-04
  116.35              6.160207677755e-04
  116.85              6.092764162778e-04
  117.35              6.025895368849e-04
  117.85              5.959593980893e-04
  118.35              5.893852807453e-04
  118.85              5.828664778089e-04
  119.35              5.764022940844e-04
  119.85              5.699920459771e-04
  120.35              5.636350612525e-04
  120.85              5.573306788012e-04
  121.35              5.510782484096e-04
  121.85              5.448771305366e-04
  122.35              5.387266960953e-04
  122.85              5.326263262405e-04
  123.35              5.265754121608e-04
  123.85              5.205733548762e-04
  124.35              5.146195650406e-04
  124.85              5.087134627487e-04
  125.35              5.028544773479e-04
  125.85              4.970420472542e-04
  126.35              4.912756197730e-04
  126.85              4.855546509239e-04
  127.35              4.798786052696e-04
  127.85              4.742469557487e-04
  128.35              4.686591835126e-04
  128.85              4.631147777666e-04
  129.35              4.576132356135e-04
  129.85              4.521540619021e-04
  130.35              4.467367690784e-04
  130.85              4.413608770406e-04
  131.35              4.360259129969e-04
  131.85              4.307314113274e-04
  132.35              4.254769134485e-04
  132.85              4.202619676800e-04
  133.35              4.150861291164e-04
  133.85              4.099489594998e-04
  134.35              4.048500270966e-04
  134.85              3.997889065763e-04
  135.35              3.947651788932e-04
  135.85              3.897784311710e-04
  136.35              3.848282565894e-04
  136.85              3.799142542736e-04
  137.35              3.750360291862e-04
  137.85              3.701931920211e-04
  138.35              3.653853591000e-04
  138.85              3.606121522713e-04
  139.35              3.558731988105e-04
  139.85              3.511681313238e-04
  140.35              3.464965876524e-04
  140.85              3.418582107802e-04
  141.35              3.372526487427e-04
  141.85              3.326795545376e-04
  142.35              3.281385860382e-04
  142.85              3.236294059078e-04
  143.35              3.191516815159e-04
  143.85              3.147050848571e-04
  144.35              3.102892924702e-04
  144.85              3.059039853604e-04
  145.35              3.015488489221e-04
  145.85              2.972235728640e-04
  146.35              2.929278511349e-04
  146.85              2.886613818521e-04
  147.35              2.844238672301e-04
  147.85              2.802150135120e-04
  148.35              2.760345309007e-04
  148.85              2.718821334935e-04
  149.35              2.677575392159e-04
  149.85              2.636604697582e-04
  150.35              2.595906505131e-04
  150.85              2.555478105140e-04
  151.35              2.515316823747e-04
  151.85              2.475420022311e-04
  152.35              2.435785096828e-04
  152.85              2.396409477367e-04
  153.35              2.357290627515e-04
  153.85              2.318426043830e-04
  154.35              2.279813255310e-04
  154.85              2.241449822867e-04
  155.35              2.203333338814e-04
  155.85              2.165461426362e-04
  156.35              2.127831739126e-04
  156.85              2.090441960639e-04
  157.35              2.053289803877e-04
  157.85              2.016373010794e-04
  158.35              1.979689351864e-04
  158.85              1.943236625631e-04
  159.35              1.907012658270e-04
  159.85              1.871015303153e-04
  160.35              1.835242440430e-04
  160.85              1.799691976604e-04
  161.35              1.764361844131e-04
  161.85              1.729250001015e-04
  162.35              1.694354430417e-04
  162.85              1.659673140264e-04
  163.35              1.625204162876e-04
  163.85              1.590945554590e-04
  164.35              1.556895395397e-04
  164.85              1.523051788579e-04
  165.35              1.489412860363e-04
  165.85              1.455976759571e-04
  166.35              1.422741657281e-04
  166.85              1.389705746494e-04
  167.35              1.356867241807e-04
  167.85              1.324224379090e-04
  168.35              1.291775415171e-04
  168.85              1.259518627526e-04
  169.35              1.227452313975e-04
  169.85              1.195574792378e-04
  170.35              1.163884400348e-04
  170.85              1.132379494955e-04
  171.35              1.101058452448e-04
  171.85              1.069919667971e-04
  172.35              1.038961555292e-04
  172.85              1.008182546534e-04
  173.35              9.775810919076e-05
  173.85              9.471556594536e-05
  174.35              9.169047347854e-05
  174.85              8.868268208387e-05
  175.35              8.569204376246e-05
  175.85              8.271841219863e-05
  176.35              7.976164273610e-05
  176.85              7.682159235449e-05
  177.35              7.389811964632e-05
  177.85              7.099108479424e-05
  178.35              6.810034954885e-05
  178.85              6.522577720671e-05
  179.35              6.236723258880e-05
  179.85              5.952458201937e-05
  180.35              5.669769330505e-05
  180.85              5.388643571439e-05
  181.35              5.109067995770e-05
  181.85              4.831029816723e-05
  182.35              4.554516387767e-05
  182.85              4.279515200697e-05
  183.35              4.006013883751e-05
  183.85              3.734000199749e-05
  184.35              3.463462044275e-05
  184.85              3.194387443875e-05
  185.35              2.926764554294e-05
  185.85              2.660581658739e-05
