# header:
#   title: bremsstrahlung for E-incident 127 MeV
# datablock:
#   columns: 2
#   entries: 254
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.646783758638e-01
    0.85              2.315966836843e-01
    1.35              1.452421708970e-01
    1.85              1.055657731299e-01
    2.35              8.277294888072e-02
    2.85              6.797760682423e-02
    3.35              5.759878478459e-02
    3.85              4.991576067733e-02
    4.35              4.399894900852e-02
    4.85              3.930209850854e-02
    5.35              3.548316398986e-02
    5.85              3.231703879062e-02
    6.35              2.964951598495e-02
    6.85              2.737141256698e-02
    7.35              2.540325519226e-02
    7.85              2.368581850223e-02
    8.35              2.217406285291e-02
    8.85              2.083312705098e-02
    9.35              1.963560684283e-02
    9.85              1.855966229034e-02
   10.35              1.758767373326e-02
   10.85              1.670526937498e-02
   11.35              1.590060989409e-02
   11.85              1.516385416685e-02
   12.35              1.448675477381e-02
   12.85              1.386234794054e-02
   13.35              1.328471315470e-02
   13.85              1.274878485160e-02
   14.35              1.225020346857e-02
   14.85              1.178519658945e-02
   15.35              1.135048331809e-02
   15.85              1.094319675154e-02
   16.35              1.056082067837e-02
   16.85              1.020113754722e-02
   17.35              9.862185432277e-03
   17.85              9.542222231336e-03
   18.35              9.239695717095e-03
   18.85              8.953218354803e-03
   19.35              8.681546024154e-03
   19.85              8.423559957013e-03
   20.35              8.178251337890e-03
   20.85              7.944708120163e-03
   21.35              7.722103694836e-03
   21.85              7.509687115061e-03
   22.35              7.306774632816e-03
   22.85              7.112742346730e-03
   23.35              6.927019794523e-03
   23.85              6.749084351424e-03
   24.35              6.578456318719e-03
   24.85              6.414694605237e-03
   25.35              6.257392919901e-03
   25.85              6.106176406145e-03
   26.35              5.960698659514e-03
   26.85              5.820639078493e-03
   27.35              5.685700505918e-03
   27.85              5.555607124460e-03
   28.35              5.430102574799e-03
   28.85              5.308948269494e-03
   29.35              5.191921879190e-03
   29.85              5.078815970974e-03
   30.35              4.969436781316e-03
   30.85              4.863603108339e-03
   31.35              4.761145310099e-03
