# header:
#   title: bremsstrahlung for E-incident 123 MeV
# datablock:
#   columns: 2
#   entries: 246
## photon energy  phi_norm_per_MeV
##    [MeV]            []
    0.35              5.682214472641e-01
    0.85              2.330197110300e-01
    1.35              1.461155571916e-01
    1.85              1.061866216442e-01
    2.35              8.324872249991e-02
    2.85              6.835920902031e-02
    3.35              5.791432643014e-02
    3.85              5.018240035690e-02
    4.35              4.422792855337e-02
    4.85              3.950118289490e-02
    5.35              3.565794109782e-02
    5.85              3.247166371050e-02
    6.35              2.978716228969e-02
    6.85              2.749455888652e-02
    7.35              2.551387431370e-02
    7.85              2.378550624698e-02
    8.35              2.226412836789e-02
    8.85              2.091465759379e-02
    9.35              1.970951524472e-02
    9.85              1.862672237271e-02
   10.35              1.764854716950e-02
   10.85              1.676052636289e-02
   11.35              1.595074527493e-02
   11.85              1.520930014376e-02
   12.35              1.452789105560e-02
   12.85              1.389950991204e-02
   13.35              1.331819851707e-02
   13.85              1.277885906397e-02
   14.35              1.227710424174e-02
   14.85              1.180913762304e-02
   15.35              1.137165742900e-02
   15.85              1.096177850904e-02
   16.35              1.057696863617e-02
   16.85              1.021499614448e-02
   17.35              9.873886620609e-03
   17.85              9.551886873987e-03
   18.35              9.247434797480e-03
   18.85              8.959134024766e-03
   19.35              8.685732516793e-03
   19.85              8.426104384536e-03
   20.35              8.179234391456e-03
   20.85              7.944204685814e-03
   21.35              7.720183397298e-03
   21.85              7.506414799332e-03
   22.35              7.302210791879e-03
   22.85              7.106943502476e-03
   23.35              6.920038837888e-03
   23.85              6.740970846867e-03
   24.35              6.569256777448e-03
   24.85              6.404452730944e-03
   25.35              6.246149830258e-03
   25.85              6.093970832887e-03
   26.35              5.947567129534e-03
   26.85              5.806616078075e-03
   27.35              5.670818629960e-03
   27.85              5.539897212298e-03
   28.35              5.413593834060e-03
   28.85              5.291668389210e-03
   29.35              5.173897133281e-03
   29.85              5.060071313061e-03
   30.35              4.949995931729e-03
   30.85              4.843488634070e-03
   31.35              4.740378698378e-03
   31.85              4.640506123305e-03
   32.35              4.543720799392e-03
   32.85              4.449881756269e-03
   33.35              4.358856477557e-03
   33.85              4.270520276503e-03
   34.35              4.184755726134e-03
   34.85              4.101452138474e-03
   35.35              4.020505087946e-03
   35.85              3.941815974672e-03
   36.35              3.865291623799e-03
   36.85              3.790843917454e-03
   37.35              3.718389456259e-03
   37.85              3.647849247671e-03
   38.35              3.579148418708e-03
   38.85              3.512215950851e-03
   39.35              3.446984435162e-03
   39.85              3.383389845840e-03
   40.35              3.321371330603e-03
   40.85              3.260871016473e-03
   41.35              3.201833829649e-03
   41.85              3.144207328294e-03
   42.35              3.087941547159e-03
   42.85              3.032988853099e-03
   43.35              2.979303810574e-03
   43.85              2.926843056362e-03
   44.35              2.875565182741e-03
   44.85              2.825430628487e-03
   45.35              2.776401577084e-03
   45.85              2.728441861589e-03
   46.35              2.681516875662e-03
   46.85              2.635593490289e-03
   47.35              2.590639975779e-03
   47.85              2.546625928656e-03
   48.35              2.503522203088e-03
   48.85              2.461300846518e-03
   49.35              2.419935039220e-03
   49.85              2.379399037484e-03
   50.35              2.339668120192e-03
   50.85              2.300718538540e-03
   51.35              2.262527468702e-03
   51.85              2.225072967231e-03
   52.35              2.188333929017e-03
   52.85              2.152290047628e-03
   53.35              2.116921777886e-03
   53.85              2.082210300526e-03
   54.35              2.048137488802e-03
   54.85              2.014685876928e-03
   55.35              1.981838630218e-03
   55.85              1.949579516843e-03
   56.35              1.917892881079e-03
   56.85              1.886763617975e-03
   57.35              1.856177149345e-03
   57.85              1.826119401004e-03
   58.35              1.796576781168e-03
   58.85              1.767536159970e-03
   59.35              1.738984849997e-03
   59.85              1.710910587810e-03
   60.35              1.683301516380e-03
   60.85              1.656146168391e-03
   61.35              1.629433450362e-03
   61.85              1.603152627531e-03
   62.35              1.577293309477e-03
   62.85              1.551845436420e-03
   63.35              1.526799266173e-03
   63.85              1.502145361710e-03
   64.35              1.477874579305e-03
   64.85              1.453978057230e-03
   65.35              1.430447204965e-03
   65.85              1.407273692901e-03
   66.35              1.384449442511e-03
   66.85              1.361966616959e-03
   67.35              1.339817612128e-03
   67.85              1.317995048046e-03
   68.35              1.296491760688e-03
   68.85              1.275300794133e-03
   69.35              1.254415393067e-03
   69.85              1.233828995594e-03
   70.35              1.213535226373e-03
   70.85              1.193527890028e-03
   71.35              1.173800964843e-03
   71.85              1.154348596724e-03
   72.35              1.135165093403e-03
   72.85              1.116244918886e-03
   73.35              1.097582688124e-03
   73.85              1.079173161909e-03
   74.35              1.061011241965e-03
   74.85              1.043091966242e-03
   75.35              1.025410504397e-03
   75.85              1.007962153453e-03
   76.35              9.907423336277e-04
   76.85              9.737465843275e-04
   77.35              9.569705602930e-04
   77.85              9.404100278966e-04
   78.35              9.240608615807e-04
   78.85              9.079190404304e-04
   79.35              8.919806448775e-04
   79.85              8.762418535269e-04
   80.35              8.606989401022e-04
   80.85              8.453482705047e-04
   81.35              8.301862999803e-04
   81.85              8.152095703909e-04
   82.35              8.004147075845e-04
   82.85              7.857984188615e-04
   83.35              7.713574905311e-04
   83.85              7.570887855559e-04
   84.35              7.429892412798e-04
   84.85              7.290558672369e-04
   85.35              7.152857430362e-04
   85.85              7.016760163219e-04
   86.35              6.882239008028e-04
   86.85              6.749266743514e-04
   87.35              6.617816771667e-04
   87.85              6.487863100012e-04
   88.35              6.359380324470e-04
   88.85              6.232343612807e-04
   89.35              6.106728688627e-04
   89.85              5.982511815912e-04
   90.35              5.859669784069e-04
   90.85              5.738179893468e-04
   91.35              5.618019941461e-04
   91.85              5.499168208856e-04
   92.35              5.381603446826e-04
   92.85              5.265304864246e-04
   93.35              5.150252115439e-04
   93.85              5.036425288302e-04
   94.35              4.923804892825e-04
   94.85              4.812371849963e-04
   95.35              4.702107480859e-04
   95.85              4.592993496409e-04
   96.35              4.485011987148e-04
   96.85              4.378145413450e-04
   97.35              4.272376596031e-04
   97.85              4.167688706740e-04
   98.35              4.064065259638e-04
   98.85              3.961490102340e-04
   99.35              3.859947407622e-04
   99.85              3.759421665280e-04
  100.35              3.659897674231e-04
  100.85              3.561360534854e-04
  101.35              3.463795641549e-04
  101.85              3.367188675522e-04
  102.35              3.271525597780e-04
  102.85              3.176792642331e-04
  103.35              3.082976309576e-04
  103.85              2.990063359900e-04
  104.35              2.898040807442e-04
  104.85              2.806895914043e-04
  105.35              2.716616183373e-04
  105.85              2.627189355213e-04
  106.35              2.538603399908e-04
  106.85              2.450846512973e-04
  107.35              2.363907109847e-04
  107.85              2.277773820797e-04
  108.35              2.192435485961e-04
  108.85              2.107881150527e-04
  109.35              2.024100060044e-04
  109.85              1.941081655864e-04
  110.35              1.858815570708e-04
  110.85              1.777291624344e-04
  111.35              1.696499819393e-04
  111.85              1.616430337241e-04
  112.35              1.537073534057e-04
  112.85              1.458419936927e-04
  113.35              1.380460240081e-04
  113.85              1.303185301222e-04
  114.35              1.226586137954e-04
  114.85              1.150653924301e-04
  115.35              1.075379987316e-04
  115.85              1.000755803779e-04
  116.35              9.267729969807e-05
  116.85              8.534233335869e-05
  117.35              7.806987205842e-05
  117.85              7.085912023036e-05
  118.35              6.370929575193e-05
  118.85              5.661962966203e-05
  119.35              4.958936588542e-05
  119.85              4.261776096385e-05
  120.35              3.570408379402e-05
  120.85              2.884761537197e-05
  121.35              2.204764854384e-05
  121.85              1.530348776272e-05
  122.35              8.614448851490e-06
  122.85              1.979858771447e-06
